experiment,day,algae,rotifers,egg_ratio,eggs,dead,medium_N
6,207.87,4.96,96.52,0.38,36.52,2.01,160.0
6,208.87,3.45,60.0,0.06,3.81,11.04,160.0
6,210.05,4.53,30.5,0.11,3.21,7.83,160.0
6,210.87,4.58,17.86,0.7,12.44,3.81,160.0
6,212.2,4.9,28.09,0.78,21.87,2.01,160.0
6,212.86,4.26,51.97,0.81,42.34,2.01,160.0
6,213.89,3.76,100.13,0.31,31.1,9.03,160.0
6,214.87,3.05,50.37,0.13,6.42,8.03,160.0
6,215.86,2.22,32.91,0.23,7.42,9.03,160.0
6,217.05,1.81,15.85,1.06,16.86,5.42,160.0
6,217.87,3.07,28.9,0.81,23.28,3.61,160.0
6,218.89,3.28,50.37,0.36,18.06,2.01,160.0
6,220.23,5.67,63.41,0.21,13.04,1.61,160.0
6,220.9,4.81,85.08,0.21,18.06,2.01,160.0
6,221.84,4.39,55.99,0.15,8.23,1.61,160.0
6,222.88,5.8,32.11,0.14,4.41,4.41,160.0
6,224.0,3.87,24.28,0.05,1.2,3.41,160.0
6,225.0,6.78,15.85,0.11,1.81,2.81,160.0
6,226.04,1.62,34.92,0.36,12.64,2.21,160.0
6,227.02,1.9,24.68,0.39,9.63,2.21,160.0
6,228.01,1.34,39.93,0.36,14.25,1.4,160.0
6,229.07,1.55,40.33,0.21,8.43,2.21,160.0
6,229.99,1.43,19.47,0.2,3.81,1.61,160.0
7,0.0,7.04,5.02,0.0,0.0,3.01,160.0
7,0.97,6.43,1.2,0.33,0.4,0.2,160.0
7,2.08,6.14,2.21,0.27,0.6,0.2,160.0
7,2.97,6.03,7.83,1.03,8.03,0.8,160.0
7,4.0,5.07,17.46,0.84,14.65,2.01,160.0
7,4.96,1.54,36.92,0.73,26.89,8.43,160.0
7,5.96,0.38,81.67,0.33,26.89,8.43,160.0
7,7.03,0.12,43.75,0.02,1.0,11.84,160.0
7,8.11,0.11,17.26,0.1,1.81,2.21,160.0
7,9.22,0.24,13.85,0.3,4.21,2.21,160.0
7,10.09,0.38,10.43,0.48,5.02,0.4,160.0
7,10.9,0.49,17.06,1.0,17.06,1.61,160.0
7,11.95,0.48,47.16,0.69,32.31,6.02,160.0
7,12.92,0.23,75.05,0.21,15.65,1.61,160.0
7,13.94,0.15,55.59,0.09,5.02,6.02,160.0
7,14.93,0.22,12.44,0.16,2.01,5.82,160.0
7,16.06,0.28,27.09,0.64,17.26,14.65,160.0
7,17.14,0.26,16.66,0.53,8.83,3.21,160.0
7,18.08,0.56,23.08,0.06,1.4,8.03,160.0
7,18.89,0.83,32.51,0.81,26.49,3.61,160.0
7,20.04,0.28,84.28,0.14,11.64,4.21,160.0
7,20.96,0.24,71.44,0.03,2.01,4.21,160.0
7,21.98,0.24,47.36,0.15,7.22,7.63,160.0
7,23.09,0.22,34.31,0.18,6.02,5.62,160.0
7,24.02,0.26,17.66,0.41,7.22,3.01,160.0
7,24.99,0.36,11.64,0.29,3.41,1.61,160.0
7,26.03,0.67,11.84,0.8,9.43,4.01,160.0
7,26.98,0.54,32.91,0.46,15.25,1.61,160.0
7,27.93,0.35,42.14,0.65,27.49,2.41,160.0
7,28.96,0.17,57.99,0.09,5.22,1.61,160.0
7,30.25,0.17,33.91,0.02,0.8,4.21,160.0
7,31.1,0.31,13.65,0.07,1.0,1.61,160.0
7,31.92,0.61,11.24,0.55,6.22,1.0,160.0
7,32.93,0.68,18.46,0.18,3.41,0.4,160.0
7,34.03,0.42,34.31,0.46,15.65,2.81,160.0
7,34.95,0.41,52.37,0.16,8.43,1.81,160.0
7,35.92,0.2,40.74,0.13,5.22,2.61,160.0
7,37.14,0.26,27.29,0.06,1.61,2.81,160.0
7,37.85,0.36,8.23,0.8,6.62,2.21,160.0
7,38.97,0.66,15.65,0.35,5.42,3.21,160.0
7,39.93,1.27,22.48,0.65,14.65,2.81,160.0
7,40.94,0.85,46.15,0.67,30.7,1.0,160.0
7,41.92,0.52,88.5,0.46,40.94,2.81,160.0
7,42.98,0.11,67.63,0.06,4.21,4.62,160.0
7,44.02,0.26,29.9,0.05,1.4,17.66,160.0
7,45.02,0.35,7.42,0.11,0.8,4.21,160.0
7,45.98,1.33,3.61,0.28,1.0,2.41,160.0
7,47.01,2.2,9.63,0.81,7.83,0.6,160.0
7,47.94,1.92,27.89,0.6,16.66,0.8,160.0
7,48.92,1.11,57.79,0.57,32.71,3.01,160.0
7,49.98,0.33,90.3,0.17,15.25,2.81,160.0
7,50.99,0.14,49.77,0.15,7.42,4.01,160.0
7,51.87,0.18,30.1,0.05,1.61,4.01,160.0
7,52.93,0.98,11.44,0.82,9.43,5.02,160.0
7,53.97,1.93,22.68,0.5,11.24,4.41,160.0
7,54.92,2.26,32.91,0.15,4.82,4.62,160.0
7,55.94,2.78,39.33,1.12,43.95,3.21,160.0
7,56.96,3.02,58.19,0.25,14.65,7.22,160.0
7,58.13,1.62,45.75,0.04,1.61,5.02,160.0
7,58.84,1.51,22.27,0.11,2.41,7.83,160.0
7,59.95,2.1,7.42,0.05,0.4,5.02,160.0
7,61.03,8.2,8.43,0.76,6.42,2.81,160.0
7,61.97,8.26,13.65,0.41,5.62,0.8,160.0
7,62.97,7.5,25.28,0.43,10.84,0.4,160.0
7,63.97,3.32,66.62,0.33,22.07,3.61,160.0
7,64.95,1.74,84.88,0.16,13.65,2.81,160.0
7,66.0,1.7,53.58,0.07,4.01,2.01,160.0
7,66.9,1.88,24.48,0.14,3.41,2.61,160.0
7,67.94,5.95,14.65,0.33,4.82,5.42,160.0
7,68.97,4.24,36.92,0.37,13.65,0.6,160.0
7,69.98,3.7,68.63,0.49,33.71,2.01,160.0
7,70.95,2.02,86.09,0.14,11.64,4.41,160.0
7,72.18,3.26,36.32,0.03,1.2,9.43,160.0
7,73.18,2.94,16.86,0.2,3.41,3.61,160.0
7,73.93,3.07,6.62,0.39,2.61,1.61,160.0
7,74.94,3.43,12.24,0.21,2.61,2.01,160.0
7,75.97,2.39,22.68,0.45,10.23,2.21,160.0
7,77.06,4.03,35.72,0.82,29.3,2.41,160.0
7,78.01,2.21,88.5,0.35,31.3,4.01,160.0
7,78.96,3.82,82.68,0.05,4.01,3.41,160.0
7,80.05,2.71,21.87,0.03,0.6,4.21,160.0
7,80.95,1.92,11.04,0.22,2.41,10.03,160.0
7,81.92,2.42,7.02,0.71,5.02,4.82,160.0
7,82.97,2.95,19.87,0.61,12.04,4.21,160.0
7,84.06,5.42,56.19,0.6,33.51,2.61,160.0
7,84.93,2.89,107.96,0.18,19.87,4.01,160.0
7,85.97,2.95,52.98,0.09,4.82,13.85,160.0
7,87.25,1.97,23.28,0.07,1.61,10.23,160.0
7,87.92,1.55,7.02,0.91,6.42,5.42,160.0
7,88.96,5.65,5.42,0.33,1.81,1.4,160.0
7,89.97,5.74,21.07,0.43,9.03,5.02,160.0
7,90.9,3.78,57.39,0.66,37.93,0.8,160.0
7,91.97,4.68,153.31,0.19,28.5,3.01,160.0
7,93.05,4.71,59.8,0.01,0.8,19.26,160.0
7,94.01,6.75,24.88,0.0,0.0,11.64,160.0
7,94.93,5.21,7.83,0.0,0.0,3.01,160.0
7,96.01,3.89,9.63,0.81,7.83,3.01,160.0
7,96.95,5.77,21.67,0.72,15.65,2.01,160.0
7,97.91,4.97,70.03,0.36,25.08,3.01,160.0
7,98.98,1.55,113.78,0.09,10.03,1.61,160.0
7,100.09,2.56,41.14,0.06,2.41,8.83,160.0
7,101.11,2.21,7.63,0.03,0.2,3.01,160.0
7,101.9,1.68,6.02,0.67,4.01,0.8,160.0
7,102.92,6.67,5.82,0.97,5.62,0.4,160.0
7,103.9,6.71,19.47,0.82,16.05,1.0,160.0
7,104.89,4.21,56.19,1.02,57.39,2.01,160.0
7,105.92,3.29,131.44,0.06,8.23,3.01,160.0
7,106.97,0.24,108.16,0.04,4.21,12.64,160.0
7,108.06,0.5,19.67,0.03,0.6,24.08,160.0
7,108.9,0.72,5.82,0.45,2.61,3.81,160.0
7,109.91,2.32,9.03,0.29,2.61,2.41,160.0
7,110.93,3.58,18.26,0.51,9.23,1.0,160.0
7,111.92,2.8,31.1,0.55,17.06,1.61,160.0
7,112.97,0.84,71.04,0.75,53.38,2.01,160.0
7,113.96,0.24,104.15,0.07,7.63,11.04,160.0
7,115.05,0.15,31.1,0.03,0.8,3.01,160.0
7,115.9,0.22,7.63,0.13,1.0,6.42,160.0
7,116.91,0.91,4.41,0.14,0.6,1.0,160.0
7,117.96,5.08,2.61,0.62,1.61,1.61,160.0
7,118.94,7.46,5.22,0.81,4.21,1.0,160.0
7,120.04,8.13,10.23,0.43,4.41,0.6,160.0
7,121.35,5.98,23.28,0.4,9.23,1.0,160.0
7,122.39,4.53,39.13,0.56,22.07,2.01,160.0
7,122.92,3.87,57.99,0.53,30.5,2.01,160.0
7,123.92,1.95,70.03,0.4,27.89,3.01,160.0
7,124.95,1.26,92.51,0.07,6.42,2.01,160.0
7,125.96,0.62,46.96,0.15,7.02,3.61,160.0
7,126.92,1.54,29.1,0.21,6.22,4.82,160.0
7,128.14,1.13,21.87,0.16,3.41,3.41,160.0
7,129.01,1.12,32.51,0.43,13.85,1.81,160.0
7,129.91,1.17,34.52,0.11,3.81,2.41,160.0
7,130.93,1.21,31.3,0.04,1.2,3.21,160.0
7,131.9,0.67,40.33,0.2,8.23,1.4,160.0
7,132.9,0.82,39.53,0.55,21.87,1.2,160.0
7,133.9,2.06,51.57,0.38,19.67,1.81,160.0
7,134.95,1.19,54.58,0.25,13.85,3.21,160.0
7,135.97,1.19,51.17,0.2,10.03,2.61,160.0
7,136.93,1.53,38.73,0.46,17.86,2.81,160.0
7,137.93,2.37,43.95,0.59,25.89,2.81,160.0
7,138.94,1.52,65.62,0.3,19.67,2.21,160.0
7,139.93,1.84,53.38,0.27,14.45,4.41,160.0
7,140.92,2.6,34.11,0.39,13.24,0.6,160.0
7,141.96,2.45,55.59,0.19,10.84,3.01,160.0
7,142.96,2.27,37.73,0.1,3.81,2.01,160.0
7,143.9,2.28,20.67,0.19,4.01,1.81,160.0
7,144.89,2.59,11.64,0.47,5.42,3.81,160.0
7,146.21,3.62,20.07,0.73,14.65,1.2,160.0
7,146.87,3.15,31.3,0.79,24.68,0.6,160.0
7,147.89,3.3,83.48,0.35,29.5,1.2,160.0
7,149.1,2.92,127.22,0.14,17.26,2.81,160.0
7,150.14,3.63,67.22,0.06,4.21,4.01,160.0
7,150.9,1.61,31.3,0.18,5.62,9.63,160.0
7,151.9,3.78,20.67,0.31,6.42,5.62,160.0
7,152.9,4.53,10.84,1.04,11.24,1.61,160.0
7,153.89,3.26,24.28,0.58,14.05,0.8,160.0
7,155.3,2.39,61.81,0.33,20.47,1.81,160.0
7,156.19,2.24,66.22,0.2,13.24,2.41,160.0
7,157.21,2.03,47.76,0.14,6.82,4.62,160.0
7,157.98,1.99,38.73,0.29,11.24,3.61,160.0
7,158.46,,,,,,160.0
7,159.13,3.87,24.28,0.33,8.03,1.4,160.0
7,159.9,2.71,19.26,0.81,15.65,1.81,160.0
7,160.87,2.46,39.73,0.17,29.7,0.8,160.0
7,161.87,3.19,77.46,0.09,12.84,1.4,160.0
7,163.04,3.04,44.35,0.2,4.01,4.41,160.0
7,164.04,3.12,26.09,0.38,5.22,5.82,160.0
7,164.86,4.65,16.25,1.11,6.22,1.0,160.0
7,165.87,3.43,16.66,3.0,18.46,0.6,160.0
7,166.87,1.98,39.53,0.2,32.11,0.4,160.0
7,167.85,3.11,72.04,0.23,14.45,1.0,160.0
7,168.87,3.11,82.07,0.11,18.66,2.81,160.0
7,170.05,4.85,71.04,0.11,8.03,2.21,160.0
7,171.04,4.34,36.32,0.04,1.4,5.02,160.0
7,171.86,3.74,15.45,0.06,1.0,4.62,160.0
7,172.87,4.65,4.62,1.13,5.22,0.4,160.0
7,174.05,4.37,13.65,0.6,8.23,1.0,160.0
7,174.86,3.59,14.25,0.41,5.82,1.81,160.0
7,176.06,2.56,40.33,0.94,37.93,2.01,160.0
7,177.15,2.28,57.59,0.14,7.83,1.0,160.0
7,178.0,0.85,83.88,0.07,5.82,2.01,160.0
7,179.15,1.55,55.99,0.05,3.01,2.01,160.0
7,179.89,1.67,24.88,0.09,2.21,5.02,160.0
7,180.87,1.86,11.64,0.33,3.81,0.4,160.0
7,181.86,2.6,23.48,0.76,17.86,1.61,160.0
7,182.87,2.5,55.99,0.49,27.69,4.01,160.0
7,183.87,2.73,68.23,0.21,14.25,4.82,160.0
7,185.17,2.4,33.71,0.13,4.21,5.42,160.0
7,185.87,1.6,15.65,0.18,2.81,7.22,160.0
7,186.9,1.68,10.84,0.37,4.01,2.41,160.0
7,187.89,2.37,5.42,0.07,0.4,3.81,160.0
7,188.92,2.53,12.24,0.43,5.22,2.41,160.0
7,189.93,2.38,20.87,0.37,7.63,2.01,160.0
7,191.0,2.16,25.69,0.14,3.61,3.41,160.0
7,191.97,2.28,39.93,0.04,1.61,2.01,160.0
7,192.91,1.57,36.12,0.28,10.23,1.61,160.0
7,193.9,2.66,28.9,0.11,3.21,5.82,160.0
7,194.88,2.24,19.87,0.31,6.22,4.21,160.0
7,195.89,2.06,13.65,0.38,5.22,1.81,160.0
7,196.94,1.78,23.68,0.26,6.22,1.61,160.0
7,198.16,1.63,39.93,0.24,9.43,2.01,160.0
7,198.93,1.93,20.87,0.33,6.82,3.01,160.0
7,199.9,2.23,26.89,0.16,4.41,2.01,160.0
7,200.91,4.14,21.67,0.56,12.24,3.01,160.0
7,202.0,1.89,44.55,0.51,22.88,5.02,160.0
7,202.88,1.5,60.0,0.15,8.83,3.61,160.0
7,204.0,2.52,38.33,0.04,1.61,5.02,160.0
7,205.24,2.56,21.07,0.1,2.01,5.82,160.0
7,205.96,2.72,17.66,0.18,3.21,2.81,160.0
7,206.97,2.54,34.31,0.34,11.64,2.41,160.0
7,207.87,3.81,55.38,0.62,34.31,2.01,160.0
7,208.87,1.57,96.12,0.15,14.85,76.25,160.0
7,210.05,4.25,29.9,0.07,2.01,9.83,160.0
7,210.87,4.85,12.64,0.0,0.0,7.63,160.0
7,212.2,5.15,16.66,0.59,9.83,1.61,160.0
7,212.86,5.12,25.89,0.55,14.25,2.01,160.0
7,213.89,4.51,59.8,0.37,22.27,1.61,160.0
7,214.87,4.4,40.33,0.17,7.02,6.42,160.0
7,215.86,4.98,32.11,0.07,2.21,3.61,160.0
7,217.05,2.96,20.27,0.16,3.21,2.41,160.0
7,217.87,1.87,5.82,0.14,0.8,2.41,160.0
7,218.89,2.58,8.83,0.43,3.81,3.61,160.0
7,220.23,5.61,35.92,0.45,16.25,2.01,160.0
7,220.9,5.93,64.01,0.4,25.49,3.41,160.0
7,221.84,6.62,73.85,0.08,6.02,4.41,160.0
7,222.88,5.02,36.12,0.06,2.01,3.41,160.0
7,224.0,3.51,18.26,0.21,3.81,1.61,160.0
7,225.0,7.5,34.52,0.49,16.86,2.81,160.0
7,226.04,2.25,49.97,0.56,27.89,2.21,160.0
7,227.02,1.86,67.83,0.16,10.84,1.61,160.0
7,228.01,1.95,36.32,0.2,7.22,3.01,160.0
7,229.07,1.95,32.31,0.37,11.84,1.61,160.0
7,229.99,2.47,22.27,0.39,8.63,2.81,160.0
7,231.07,2.16,20.87,0.38,7.83,1.61,160.0
7,231.95,1.7,27.09,0.59,15.85,1.0,160.0
7,232.97,1.72,45.35,0.59,26.89,1.61,160.0
8,0.0,2.83,11.04,0.67,7.42,0.4,160.0
8,0.89,2.31,28.9,0.56,16.25,0.0,0.0
8,1.94,1.14,36.72,0.22,8.23,0.6,0.0
8,2.92,0.44,22.27,0.07,1.61,1.0,0.0
8,3.91,0.13,8.23,0.0,0.0,0.6,0.0
8,4.97,0.15,1.61,0.0,0.0,1.2,160.0
8,6.03,0.08,0.0,,0.0,0.0,160.0
8,6.89,0.69,0.0,,0.0,0.0,160.0
8,7.93,4.17,0.0,,0.2,0.0,160.0
8,8.9,4.75,0.0,,0.0,0.0,0.0
8,9.9,3.14,0.0,,1.0,0.0,0.0
8,10.87,2.52,0.0,,0.0,0.0,0.0
8,11.97,1.74,0.0,,0.0,0.0,0.0
8,13.11,0.98,0.8,0.0,0.0,0.0,160.0
8,13.89,0.48,0.4,0.0,0.0,0.0,160.0
8,14.86,1.78,0.0,,0.0,0.0,160.0
8,15.86,2.63,0.6,0.0,0.0,0.0,160.0
8,16.9,3.34,1.61,0.38,0.6,0.0,0.0
8,17.88,3.26,2.01,0.4,0.8,0.0,0.0
8,19.14,0.38,6.82,0.18,1.2,0.0,0.0
8,19.95,1.02,2.21,0.55,1.2,0.0,0.0
8,20.89,0.39,3.41,0.06,0.2,0.0,160.0
8,21.89,0.16,2.01,0.0,0.0,0.0,160.0
8,22.9,0.57,0.0,,0.0,0.0,160.0
8,23.87,1.37,4.21,0.19,0.8,0.2,160.0
8,24.9,2.7,0.4,0.0,0.0,0.0,0.0
8,26.0,3.1,17.86,0.43,7.63,0.2,0.0
8,27.05,1.44,17.26,0.19,3.21,0.2,0.0
8,27.9,0.52,21.07,0.05,1.0,0.0,0.0
8,28.86,0.2,2.21,0.18,0.4,0.4,160.0
8,29.89,0.12,3.41,0.06,0.2,0.2,160.0
8,30.89,0.27,4.01,0.0,0.0,1.2,160.0
8,31.88,1.91,1.2,1.0,1.2,0.4,160.0
8,32.97,3.48,1.81,1.0,1.81,0.4,0.0
8,34.19,3.56,3.21,0.75,2.41,0.2,0.0
8,34.87,2.44,7.22,0.44,3.21,0.0,0.0
8,35.88,1.02,16.86,0.43,7.22,0.6,0.0
8,36.86,0.45,16.25,0.22,3.61,0.4,160.0
8,37.93,0.15,7.63,0.05,0.4,2.01,160.0
8,38.86,0.21,2.41,1.0,2.41,1.61,160.0
8,39.89,1.97,3.01,0.2,0.6,2.41,160.0
8,41.02,2.52,9.43,0.09,0.8,1.4,0.0
8,41.9,3.03,14.45,0.33,4.82,1.0,0.0
8,42.89,2.01,30.3,0.17,5.22,0.8,0.0
8,43.86,0.77,23.08,0.09,2.01,0.6,0.0
8,44.93,0.27,10.64,0.09,1.0,4.21,160.0
8,45.82,0.1,2.61,0.0,0.0,1.61,160.0
8,46.97,0.31,1.61,0.0,0.0,0.0,160.0
8,48.05,1.27,3.41,0.18,0.6,0.4,160.0
8,48.89,2.95,2.61,0.31,0.8,0.4,0.0
8,49.9,3.54,6.82,0.56,3.81,0.0,0.0
8,50.92,2.35,5.22,0.58,3.01,0.0,0.0
8,51.91,2.35,12.84,0.17,2.21,0.8,0.0
8,52.85,0.8,2.41,0.0,0.0,0.0,160.0
8,53.97,0.39,3.61,0.0,0.0,0.0,160.0
8,54.86,0.36,4.62,0.09,0.4,1.0,160.0
8,55.87,0.84,4.41,0.41,1.81,1.61,160.0
8,56.89,1.6,6.02,0.37,2.21,0.8,0.0
8,57.87,3.06,18.26,0.2,3.61,0.4,0.0
8,58.85,1.39,29.7,0.15,4.41,0.8,0.0
8,59.91,0.62,21.27,0.08,1.81,1.0,0.0
8,61.01,0.3,8.43,0.0,0.0,4.82,160.0
8,62.06,0.1,1.81,0.0,0.0,0.4,160.0
8,62.89,0.2,0.4,0.0,0.0,0.0,160.0
8,63.93,0.84,0.0,,0.2,0.8,160.0
8,64.86,3.31,4.62,0.09,0.4,0.0,0.0
8,65.9,3.81,0.8,0.0,0.0,0.0,0.0
8,66.88,2.49,3.61,0.22,0.8,1.0,0.0
8,68.22,1.36,5.62,0.21,1.2,0.2,0.0
8,69.3,0.78,8.03,0.1,0.8,0.0,160.0
8,69.86,0.44,7.02,0.09,0.6,0.0,160.0
8,70.9,0.39,5.82,0.55,3.21,1.61,160.0
8,71.93,0.58,2.01,0.0,0.0,0.0,160.0
8,72.88,1.29,12.44,0.47,5.82,1.0,0.0
8,73.88,1.5,25.49,0.27,6.82,0.6,0.0
8,75.01,0.55,34.52,0.09,3.21,0.8,0.0
8,76.0,0.14,19.87,0.05,1.0,2.41,0.0
8,76.87,0.14,1.61,0.0,0.0,5.22,160.0
8,77.84,0.13,0.0,,0.0,0.4,160.0
8,78.88,0.12,0.4,0.0,0.0,2.41,160.0
8,79.92,0.6,0.0,,0.0,0.2,160.0
8,80.91,2.03,0.0,,0.0,0.4,0.0
8,82.12,3.25,0.0,,0.0,0.4,0.0
8,82.93,1.66,0.2,1.0,0.2,0.6,0.0
8,83.85,1.08,0.0,,0.0,0.0,0.0
8,84.93,1.31,0.2,0.0,0.0,0.2,160.0
8,85.92,0.7,1.0,0.6,0.6,0.0,160.0
8,86.93,0.95,1.4,1.43,2.01,0.0,160.0
8,87.87,1.38,2.41,0.5,1.2,0.0,160.0
8,89.07,2.12,24.28,0.61,14.85,1.0,0.0
8,89.92,1.68,54.58,0.33,18.06,0.8,0.0
8,90.84,0.41,44.55,0.1,4.62,1.61,0.0
8,91.89,0.14,7.83,0.0,0.0,3.01,0.0
8,92.86,0.14,8.83,0.11,1.0,2.41,160.0
8,93.92,0.18,5.02,0.28,1.4,1.2,160.0
8,94.89,0.26,2.61,0.62,1.61,1.0,160.0
8,96.1,0.57,8.23,0.34,2.81,0.8,160.0
8,97.07,0.74,17.46,0.38,6.62,0.4,0.0
8,97.87,1.08,20.47,0.37,7.63,0.4,0.0
8,98.93,1.02,46.35,0.38,17.46,1.0,0.0
8,99.91,0.64,23.88,0.09,2.21,0.8,0.0
8,100.93,0.49,25.49,0.05,1.2,2.01,160.0
8,101.88,0.36,11.04,0.05,0.6,3.01,160.0
8,102.99,0.32,7.22,0.11,0.8,0.8,160.0
8,103.91,0.35,4.01,0.4,1.61,0.6,160.0
8,104.89,0.65,4.21,1.14,4.82,0.2,0.0
8,105.92,1.54,4.01,0.05,0.2,1.81,0.0
8,106.92,1.24,25.69,0.2,5.22,0.6,0.0
8,107.9,0.52,9.43,0.06,0.6,0.8,0.0
8,108.92,0.37,18.26,0.05,1.0,1.0,160.0
8,109.94,0.12,16.66,0.16,2.61,0.4,160.0
8,110.95,0.11,6.82,0.0,0.0,0.6,160.0
8,111.86,0.2,2.41,0.0,0.0,0.0,160.0
8,112.84,1.21,2.01,1.1,2.21,2.81,0.0
8,113.91,1.76,5.22,0.65,3.41,2.21,0.0
8,114.91,1.25,12.24,0.41,5.02,0.4,0.0
8,115.96,0.61,13.65,0.15,2.01,0.2,0.0
8,116.97,0.33,8.23,0.1,0.8,0.8,160.0
8,117.94,0.21,6.42,0.22,1.4,0.8,160.0
8,118.89,0.2,5.62,0.21,1.2,0.8,160.0
8,119.88,0.23,5.02,0.68,3.41,0.8,160.0
8,120.9,0.87,6.42,0.81,5.22,0.6,0.0
8,121.91,1.22,15.05,0.85,12.84,1.2,0.0
8,122.9,0.73,19.47,0.24,4.62,1.0,0.0
8,123.96,0.35,18.06,0.13,2.41,2.41,0.0
8,125.05,0.27,10.03,0.14,1.4,2.41,160.0
8,125.89,0.16,6.42,0.16,1.0,2.01,160.0
8,126.93,0.19,3.01,0.27,0.8,1.0,160.0
